Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,year,Juliday,month,ecosystems,total Soil respiration,soil temperature,soil MOSITURE (%WHC),Root respiration,Rh,Ecosystems,SPEI
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,7,Grassland,4.140939597,,,,,4,-1.855770137
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,8,Grassland,3.798657718,,,,,4,-1.594455394
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,9,Grassland,2.046979866,,,,,4,0.122194448
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,5,Grassland,1.523489933,,,,,4,-0.551557873
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,6,Grassland,2.67114094,,,,,4,0.694752734
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,7,Grassland,3.758389262,,,,,4,-1.375410861
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,8,Grassland,2.812080537,,,,,4,-2.136009723
,,157,Wang,3,,BBL,China,Qinghai,Haibei National Field Research Station,,2011,5,37.616667,101.2,3600,None,,,,Kobresia humilis,Temperate,Grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,-1.2,486.4,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,9,Grassland,2.691275168,,,,,4,2.253188538
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,333.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,5,Grassland,0.613718412,9.814814815,11.52777778,,,4,-0.092798246
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,334.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,6,Grassland,1.850180505,17.36111111,11.59722222,,,4,-0.712252588
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,335.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,7,Grassland,4.95788207,21.85185185,9.930555556,,,4,0.387039378
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,336.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,8,Grassland,3.357400722,21.48148148,3.333333333,,,4,-2.010527183
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,337.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,9,Grassland,1.010830325,14.50617284,5.833333333,,,4,-1.778468299
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,338.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,10,Grassland,0.722021661,3.888888889,7.5,,,4,-0.77764408
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,339.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,5,Grassland,1.949458484,12.28373702,8.854166667,,,4,-0.903245974
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,340.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,6,Grassland,2.563176895,17.5432526,11.84027778,,,4,1.822468024
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,341.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,7,Grassland,3.898916968,20.06920415,10.13888889,,,4,1.252746776
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,342.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,8,Grassland,5.619735259,18.5467128,18.47222222,,,4,-1.629099442
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,343.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,9,Grassland,3.241877256,11.29411765,12.19444444,,,4,0.721960881
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,344.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,10,Grassland,2.093862816,10.93425606,10.97222222,,,4,0.550716799
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,345.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,5,Grassland,2.214199759,11.47206481,11.47206481,,,4,-2.346727449
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,346.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,6,Grassland,4.324909747,16.07127693,16.07127693,,,4,1.667370086
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,347.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,7,Grassland,6.173285199,18.89306788,18.89306788,,,4,-0.246575887
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,348.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,8,Grassland,4.945848375,17.72286579,17.72286579,,,4,-0.120510661
,,158,Zhang,3,,BBL,China,Inner Mongolia,Inner Mongolia Grassland Ecosystem Research Station,,2011,3,43.433333,116.066667,1100,None,,,,Leymus chinensis,Temperate,Grassland,,,,cheasnut soil,Dry,,,,,,,349.3,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,9,Grassland,2.220216606,11.12147502,11.12147502,,,4,-0.687773416
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,5,grassland,2.771321428,6.918548387,,,,4,-1.018578075
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,6,grassland,2.755571428,10.34057692,,,,4,1.050051
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,7,grassland,3.434238095,12.68,27.71024905,,,4,1.925919853
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,8,grassland,3.100133928,12.74467742,25.70835444,,,4,0.442655401
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,9,grassland,2.590321428,8.92125,27.8399621,,,4,1.808401967
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,,10,grassland,2.360571428,7.892083333,23.39321738,,,4,2.469252897
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,4,grassland,1.233020936,2.616710526,27.35657895,,,4,-0.035596537
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,5,grassland,2.123656682,6.867580645,30.81290323,,,4,-1.997610608
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,6,grassland,2.864709221,9.119833333,26.79808333,,,4,-1.326557813
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,7,grassland,3.834738049,12.01782258,18.95066116,,,4,1.248946469
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,8,grassland,4.027518197,11.16233871,26.7416129,,,4,-1.359114158
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,9,grassland,2.800083333,9.065583333,29.385,,,4,1.81554013
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,,10,grassland,1.898571429,5.257857143,27.43636364,,,4,1.201225557
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,4,grassland,0.751634615,1.778365385,20.19269231,,,4,-1.866536306
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,5,grassland,1.234516129,5.762419355,28.79185484,,,4,0.205048549
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,6,grassland,3.438083333,10.527,27.32521739,,,4,-1.967869459
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,7,grassland,5.153629032,12.78008065,28.10959677,,,4,-0.713505757
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,8,grassland,4.151451613,11.10322581,30.65959677,,,4,0.623237585
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,9,grassland,2.898571429,9.888839286,32.07160714,,,4,2.168383854
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,10,grassland,2.4025,6.107222222,32.01972222,,,4,-0.538242109
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,4,grassland,1.234272509,0.998636364,31.88571429,0.749985966,0.671949479,4,-0.108735777
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,5,grassland,1.809127522,4.002659574,32.34553191,0.652363508,1.208756032,4,1.593935686
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,6,grassland,3.168349787,9.002150538,29.47967742,1.553424318,1.639968564,4,-0.916487272
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,7,grassland,4.667578033,13.25955556,26.03911111,1.960196694,2.743622416,4,-1.831140158
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,8,grassland,4.961337345,12.62505882,30.04976471,1.916467771,3.14760342,4,-2.045320099
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,9,grassland,3.850283582,9.634880952,30.19380952,1.573162756,2.340765412,4,1.93214705
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,10,grassland,2.037183333,4.650833333,29.06666667,0.748554167,1.413333333,4,2.087954309
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,4,grassland,1.269144444,0.956842105,28.77894737,0.794788889,1.058,4,-2.027786613
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,5,grassland,1.591235463,3.245411765,30.81785714,0.716163866,1.322353999,4,-0.284571596
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,6,grassland,3.462386501,8.858809524,29.39860079,1.497553494,2.318452101,4,0.340130965
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,7,grassland,4.688152259,11.26589041,30.80046374,1.926868516,3.18667432,4,-1.984412502
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,8,grassland,4.506515091,10.55539474,28.37522209,2.037665946,2.756601681,4,0.952508448
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,9,grassland,3.230164616,8.372771084,32.85459365,1.682033152,1.824621534,4,0.763872684
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,,10,grassland,2.516240835,5.154210526,33.95424402,1.438692229,1.338997819,4,-0.059223249
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,4,grassland,1.403446454,-0.372790698,32.91666667,0.626453469,0.796757593,4,-1.571585432
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,5,grassland,2.249459434,2.470063291,33.90128205,1.081738588,1.23122133,4,0.08497742
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,6,grassland,3.595680417,7.154880952,30.56021739,1.931220901,1.760984321,4,1.130485719
,,164,Wang,4,,BBL,China,Tibetan Plateau,Haibei Alpine Grassland Ecosystem Research Station,,,,38.166667,101.2,3200,None,,,,Kobresia humilis,Temperate,grassland,,,,Mat-Gryic Cambisol,Dry,,,,,,,,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,7,grassland,5.680333626,11.50458333,31.19053763,2.696774435,3.130169306,4,2.655199586
